	Name	Address	Phone	Longitude	Latitude
6830	KFC	gorod Moskva, gorod Zelenograd, Novokrjukovskaja ulitsa, dom 10	(495) 212-00-00	37.170644	55.980316
6833	Loft Hall	ulitsa Leninskaja Sloboda, dom 26, stroenie 11	(968) 417-00-20	37.6510202324042	55.70862285197719
6834	AjDaBaran	gorod Moskva, prospekt Andropova, dom 22	(499) 130-51-38	37.659926328709965	55.683312220092056
6835	Kimberli	gorod Moskva, Azovskaja ulitsa, dom 24	(906) 765-23-23	37.596586736902395	55.646952306847375
6836	Ital'jantsy Osterija	gorod Moskva, ulitsa Raspletina, dom 12, korpus 1	(499) 553-92-20	37.483046348872485	55.79135640579548
6837	Uzbekskij dvorik	gorod Moskva, Leningradskoe shosse, dom 58, stroenie 26	(495) 865-12-23	37.48058500801407	55.84237580651169
6838	Mjaso v lavashe	gorod Moskva, Kaspijskaja ulitsa, dom 22, korpus 1	(495) 328-52-55	37.67575336396845	55.62563454136537
6839	Kafe «Trapeznaja»	gorod Moskva, prospekt Andropova, dom 39, stroenie 69	(499) 612-11-55	37.65741369379546	55.65548475248611
6840	Restoran «AURU»	gorod Moskva, ulitsa Leninskaja Sloboda, dom 26	(916) 535-17-88	37.654289344098125	55.70994903547632
6841	Kitajskaja Kuhnja	gorod Moskva, Kirovogradskaja ulitsa, dom 13A	(912) 107-51-77	37.6062274768495	55.613472764891135
6842	Gruzinskaja kuhnja Hachapurnaja	gorod Moskva, Kirovogradskaja ulitsa, dom 13A	(495) 389-44-39	37.6062274768495	55.613472764891135
6843	Dunkin Donuts	gorod Moskva, Kirovogradskaja ulitsa, dom 13A	(985) 776-05-22	37.6062274768495	55.613472764891135
6844	Restoran «Pal'mira»	Novodanilovskaja naberezhnaja, dom 6	(499) 551-55-55	37.6256041934448	55.69748137397377
6845	Hlebopekarnye izdelija iz Tandyra	gorod Moskva, Varshavskoe shosse, dom 143A	(926) 421-47-55	37.59921555727577	55.58394032265868
6846	MSK Moskovskaja set' kal'jannyh	gorod Moskva, Bolotnaja naberezhnaja, dom 3, stroenie 2	(495) 991-95-91	37.60943954601556	55.73996943452662
6847	Irlanskij bar Sil'vers	gorod Moskva, ulitsa Mashkova, dom 28/20, stroenie 1	(495) 917-17-70	37.65485424200006	55.76463054437207
6848	Mjasnoj Bar №7	gorod Moskva, ulitsa Mashkova, dom 28/20, stroenie 1	(495) 621-59-00	37.65485424200006	55.76463054437207
6849	Pho Point	gorod Moskva, ulitsa Sretenka, dom 1	(499) 579-82-29	37.630691425166944	55.766591712910085
6850	Bunker 42 na Taganke	5-j Kotel'nicheskij pereulok, dom 11	(495) 500-05-54	37.64929574613782	55.74174775744237
6851	Otokomae	gorod Moskva, Neglinnaja ulitsa, dom 10	(495) 723-31-87	37.620473019077636	55.762098784734086
6852	Coffe in time	gorod Moskva, Novorjazanskaja ulitsa, dom 18, stroenie 2	(495) 111-11-11	37.6619835077818	55.77218608144732
6853	Osteria Mario	gorod Moskva, ulitsa Zemljanoj Val, dom 9	(495) 933-83-22	37.65859378872759	55.761595517082704
6854	Konditerskaja kafe Pushkin'	gorod Moskva, Tverskoj bul'var, dom 26	(495) 604-42-80	37.60451343732513	55.76299814420202
6855	NEON MONKEY	gorod Moskva, ulitsa Bol'shaja Dmitrovka, dom 32, stroenie 2	(495) 127-35-73	37.61156799999999	55.765437760153674
6856	STOLOVAJa GENShTABA	ulitsa Znamenka, dom 14	(495) 296-13-87	37.604115797843086	55.751627777528164
6857	Restoran «Veranda 32.05»	gorod Moskva, ulitsa Karetnyj Rjad, dom 3, stroenie 3	(968) 924-83-08	37.60867229085149	55.77038813634418
6858	Azbuka Vkusa	gorod Moskva, Pjatnitskaja ulitsa, dom 13, stroenie 1	(495) 504-34-87	37.628445430905956	55.74377724435677
6859	Chajhana	gorod Moskva, ulitsa Fridriha Engel'sa, dom 20, stroenie 1	(963) 767-34-81	37.68313733126997	55.772368484879436
6861	Kafe «Tetja Motja»	gorod Moskva, ulitsa Krymskij Val, dom 9, stroenie 52	(495) 792-61-03	37.59598281572073	55.72563246948734
6862	Kafe «Travelers coffee»	gorod Moskva, ulitsa Karetnyj Rjad, dom 3, stroenie 16	(903) 501-86-81	37.60867229085149	55.77038813634418
6863	Stolovaja	poselenie Sosenskoe, derevnja Stolbovo, dom 1	(968) 879-77-99	37.469799	55.562413
6865	Kafe «Burger Klab»	gorod Moskva, ulitsa Karetnyj Rjad, dom 3, stroenie 15A	(903) 501-86-81	37.60744919292841	55.77126848163616
6866	Kuksu House	gorod Moskva, gorod Moskovskij, ulitsa Habarova, dom 2	(968) 580-24-72	37.35185	55.593946
6867	Stolichnye Chebureki	gorod Moskva, gorod Moskovskij, ulitsa Habarova, dom 2	(916) 434-44-55	37.35185	55.593946
6868	Kafe «U Geny»	gorod Moskva, poselenie Marushkinskoe, derevnja Davydkovo, vladenie 101	(968) 968-44-55	37.188814	55.59710771160585
6871	Pekarnja Beno	gorod Moskva, Mitinskaja ulitsa, dom 28, korpus 5	(925) 515-72-15	37.371480000000005	55.844205783121694
6872	Brat'ja Karavaevy	gorod Moskva, ulitsa Chernjahovskogo, dom 4	(495) 771-70-79	37.53367767246841	55.802256613804566
6874	Domino's Pitstsa	gorod Moskva, 9-ja Parkovaja ulitsa, dom 58	(495) 478-88-64	37.79944715613729	55.80282637579802
6875	Hizhina	Chertanovskaja ulitsa, vladenie 32B	(903) 727-86-88	37.592572	55.617434
6876	Kafe Burger King	gorod Moskva, Taganskaja ulitsa, dom 2	(495) 544-50-00	37.65761290045287	55.740738790093836
6877	Burger King	gorod Moskovskij, ulitsa Habarova, dom 2	(495) 544-50-00	37.352496	55.593595
6878	Kroshka Kartoshka	gorod Moskva, Proletarskij prospekt, dom 30	(495) 995-21-34	37.65942692756653	55.63121820543204
6879	Hinkal'naja	gorod Moskva, ulitsa Michurinskij Prospekt, Olimpijskaja Derevnja, dom 4, korpus 32	(499) 340-90-92	37.476994506614595	55.6734392786662
6880	Kafe «Baskin Robbins»	gorod Moskva, ulitsa Michurinskij Prospekt, Olimpijskaja Derevnja, dom 3, korpus 1	(495) 967-37-01	37.4672533478609	55.6779293713422
6881	Makdonalds	gorod Moskva, ulitsa Mikluho-Maklaja, dom 18, korpus 3	(495) 755-66-00	37.520212	55.644491725197945
6882	KFC	gorod Moskva, ulitsa Krasnaja Presnja, dom 4	(499) 252-03-07	37.575965918352416	55.76129206410016
6883	KFC	gorod Moskva, Proletarskij prospekt, dom 30	(800) 555-83-33	37.65942692756653	55.63121820543204
6884	JaKITORIJa	1-ja Tverskaja-Jamskaja ulitsa, dom 29/66, korpus 1	(499) 250-95-92	37.58508653214911	55.775926512555124
6885	Burger King	gorod Moskva, Teatral'nyj proezd, dom 5, stroenie 1	(495) 544-50-00	37.62486700721016	55.760161605011085
6886	Burger King	gorod Moskva, Profsojuznaja ulitsa, dom 56	(495) 259-06-25	37.552200036195	55.669789264548
6887	Restoran «BURGER KING»	gorod Moskva, 1-ja Ostankinskaja ulitsa, dom 57	(495) 544-50-50	37.6351264264348	55.82382548801149
6888	BURGER KING	gorod Moskva, Zubovskij bul'var, dom 17, stroenie 1	(495) 544-50-00	37.59079365917167	55.736215406072056
6889	BURGER KING	gorod Moskva, Komsomol'skij prospekt, dom 28	(903) 017-57-05	37.5793429838266	55.72640135876551
6890	Burger King	gorod Moskva, Kirovogradskaja ulitsa, dom 24A	(910) 450-51-02	37.603124794468954	55.61211717574779
6891	Burger King	gorod Moskva, Kutuzovskij prospekt, dom 57	(749) 554-45-00	37.2836	55.4341
6893	Burger King	gorod Moskva, ulitsa Marshala Katukova, dom 23	(495) 544-50-00	37.41330926068863	55.8056483227144
6894	BURGER KING	gorod Moskva, Dubravnaja ulitsa, dom 34/29	(965) 343-00-55	37.35805920582231	55.84614475888343
6895	Burger King	gorod Moskva, Dmitrovskoe shosse, dom 163A, korpus 1	(495) 988-54-61	37.540247105223905	55.909589171874096
6896	Kafe BURGER KING	gorod Moskva, prospekt Mira, dom 211, korpus 2	(495) 665-14-26	37.666396759609796	55.8455435145886
6897	Kafe «Burger King»	gorod Moskva, Taganskaja ulitsa, dom 1, stroenie 1	(495) 544-50-00	37.65549232236992	55.74181336740416
6898	Burger King	gorod Moskva, prospekt Mira, dom 92, stroenie 2	(495) 544-50-00	37.636332500037554	55.793198625186236
6899	BURGER KING	gorod Moskva, ulitsa Krasnaja Presnja, dom 4	(495) 544-50-00	37.575894	55.76131
6900	Acha-chacha	gorod Moskva, Pjatnitskaja ulitsa, dom 82/34, stroenie 2	(499) 257-52-43	37.625451858942085	55.73054824198327
6901	Belye Allei	gorod Moskva, poselenie Voronovskoe, derevnja Babenki, dom 1	(495) 745-49-78	37.183793343536095	55.355602
6903	TAKE DO	gorod Moskva, Kutuzovskij prospekt, dom 17	(495) 974-81-20	37.55671826600378	55.746970630989495
6904	RESTOMARKET	gorod Moskva, Leningradskij prospekt, dom 66	(977) 258-07-13	37.525438454165275	55.8028872874896
6905	Steak it Easy	gorod Moskva, Lesnaja ulitsa, dom 9	(499) 250-33-21	37.588786	55.779002764097726
6906	Sibir' Sibir'	gorod Moskva, Smolenskaja ulitsa, dom 8	(495) 181-58-00	37.58031397398428	55.74627053345271
6907	Polyanka bar&kitchen	gorod Moskva, ulitsa Bol'shaja Poljanka, dom 51A/9	(925) 216-51-09	37.62082328894111	55.73220208837503
6909	Bar «Kraft' 22»	gorod Moskva, Simferopol'skij bul'var, dom 22, korpus 1	(985) 203-22-22	37.604771123628346	55.64795784722233
6910	Craft Station	gorod Moskva, ulitsa Rozhdestvenka, dom 6/9/20, stroenie 1	(495) 623-83-06	37.62380624834166	55.76143024851845
6911	Pit' Est'	gorod Moskva, Altuf'evskoe shosse, vladenie 97B	(800) 700-03-90	37.58593907473613	55.90252986056152
6912	ZAKRYTYJ KLUB «GARAZh»	gorod Moskva, ulitsa Letchika Babushkina, dom 1, korpus 3	(910) 495-58-39	37.671534	55.854143
6913	Plombir	gorod Moskva, Manezhnaja ploschad', dom 1, stroenie 2	(926) 302-08-95	37.61460393991687	55.755780495666365
6914	Dzhusto	gorod Moskva, poselenie Pervomajskoe, derevnja Rogozinino, Lugovaja ulitsa, domovladenie 20A, stroenie 1	(916) 154-33-74	37.1883	55.539667
6915	Pekarnja Fransua	gorod Moskva, ulitsa Malaja Poljanka, dom 5	(499) 922-85-28	37.61729262178025	55.73516315936372
6916	Moj AShAN	gorod Moskva, Tverskaja ulitsa, dom 4	(495) 651-86-77	37.613416161931085	55.75841185863304
6917	TaKESHI	gorod Moskva, Novodmitrovskaja ulitsa, dom 1, stroenie 6	(499) 638-28-42	37.584353	55.807115772286714
6918	Market Burger Bar	gorod Moskva, Bol'shaja Novodmitrovskaja ulitsa, dom 36, stroenie 2	(495) 970-58-55	37.585345	55.80522377173495
6919	Festa i Testo	gorod Moskva, Malaja Semenovskaja ulitsa, dom 11/2, stroenie 4	(495) 509-40-61	37.71056483789564	55.785573995901835
6920	Kafe «Rajskij ugolok»	gorod Moskva, Brateevskaja ulitsa, dom 16, korpus 3	(495) 340-32-97	37.76678234951123	55.63340581195444
6921	Varka	gorod Moskva, Tsvetnoj bul'var, dom 7, stroenie 1	(499) 650-89-92	37.6206572465441	55.7693185336729
6922	Ryba moja	gorod Moskva, 1-ja Tverskaja-Jamskaja ulitsa, dom 21	(985) 766-32-82	37.58712287301068	55.77456926519877
6923	Mandarinovyj gus'	gorod Moskva, ulitsa Petrovka, dom 17, stroenie 1	(495) 641-02-97	37.61645798789383	55.7645023092319
6924	Kafe	gorod Moskva, Smol'naja ulitsa, dom 24B	(495) 451-98-75	37.48266523624687	55.86095613866756
6927	MEL kafe	gorod Moskva, Onezhskaja ulitsa, dom 18	(495) 649-97-79	37.52051649100739	55.85069279500544
6928	Karlson i Ko	gorod Moskva, poselenie Vnukovskoe, ulitsa Korneja Chukovskogo, dom 5	(905) 503-16-66	37.326083	55.637464
6929	Stolovaja Radovat'	gorod Moskva, ulitsa Narodnogo Opolchenija, dom 34, stroenie 1	(909) 950-12-19	37.485359832403354	55.785958701322336
6930	Shkola	gorod Moskva, Prichal'nyj proezd, dom 7, stroenie 1	(495) 395-32-25	37.51769686558925	55.759341010661565
6932	Sushi Vesla	gorod Moskva, gorod Zelenograd, Panfilovskij prospekt, dom 6A	(495) 974-14-03	37.199892602098615	56.008842540230106
6933	Sushi Boks	gorod Moskva, ulitsa Rudnevka, dom 19	(926) 410-46-06	37.887440340557966	55.716683204369296
6935	Konditerskaja Zdorovaja Industrija	gorod Moskva, poselenie Vnukovskoe, ulitsa Letchika Gritsevtsa, dom 4	(495) 827-03-62	37.30373	55.623071
6937	GORJaChAJa VYPEChKA	gorod Moskva, ulitsa Mescherjakova, dom 7, stroenie 1	(968) 399-47-76	37.449607433135206	55.83247826464165
6938	Buffet	gorod Moskva, ulitsa Dobroljubova, dom 3, stroenie 1	(495) 604-48-70	37.59162519772711	55.810253456638044
6942	Kofejnja Arti Coffee	gorod Moskva, ulitsa Alabjana, dom 10, korpus 2	(964) 596-56-36	37.503688613644165	55.80016101946445
6943	Florista-Barista	gorod Moskva, ulitsa Krymskij Val, dom 8	(905) 748-80-00	37.608768356659084	55.731378951432205
6944	Tirol'skie pirogi	gorod Moskva, ulitsa Shabolovka, dom 25, korpus 2	(499) 236-36-48	37.610962891042696	55.7223745230944
6945	COFIX	gorod Moskva, ploschad' Kievskogo Vokzala, dom 1	(965) 214-48-41	37.56634043396508	55.743081347626315
6946	Cofix-Bright	gorod Moskva, Tverskaja ulitsa, dom 27, stroenie 2	(925) 514-56-54	37.59755043503548	55.768647233768895
6947	Predprijatie bystrogo pitanija	gorod Moskva, Juzhnobutovskaja ulitsa, dom 50, korpus 4	(903) 160-17-77	37.532394713055325	55.540688986653
6949	PEKARNJa «AMBAR»	gorod Moskva, Angelov pereulok, dom 8	(495) 753-08-03	37.346228740309336	55.85344122781129
6950	SINNABON	gorod Moskva, Tverskaja ulitsa, dom 19A	(915) 198-90-19	37.602768223396005	55.76581113676809
6951	Sabvej	gorod Moskva, Novodmitrovskaja ulitsa, dom 5A, stroenie 2	(915) 115-52-91	37.58856800565706	55.80701656955045
6953	Papa Dzhons	gorod Moskva, Novodmitrovskaja ulitsa, dom 2, korpus 2	(495) 643-12-72	37.585922990069854	55.80467710734895
6954	Domino's Pitstsa	gorod Moskva, 3-ja Parkovaja ulitsa, dom 24	(968) 409-79-71	37.78604365448039	55.79472075419049
6955	Domino's Pitstsa	gorod Moskva, Luhmanovskaja ulitsa, dom 2	(800) 333-16-16	37.898398	55.711644
6956	Domino's Pitstsa	gorod Moskva, Preobrazhenskaja ploschad', dom 6	(495) 900-01-16	37.71117307043114	55.79481665417677
6957	Domino's Pitstsa	gorod Moskva, Har'kovskaja ulitsa, dom 8, korpus 2, stroenie 2	(905) 590-80-82	37.64389870494989	55.588086684313616
6958	Burger King	gorod Moskva, Ogorodnyj proezd, dom 10, stroenie 4	(495) 544-50-00	37.60407815640755	55.814122730897445
6959	Burger King	gorod Moskva, Luhmanovskaja ulitsa, dom 2	(495) 544-50-00	37.898398	55.711644
6960	Burger King	gorod Moskva, Pankrat'evskij pereulok, dom 2	(966) 339-58-49	37.63320488918794	55.7716881200776
6962	Pirozhkovpaja	gorod Moskva, Novaja Basmannaja ulitsa, dom 20, stroenie 1	(495) 263-17-76	37.66145796480218	55.769553447183995
6963	Sushi Love	gorod Moskva, Borovskoe shosse, dom 36	(967) 224-40-05	37.354259797604776	55.639901363993935
6964	Stolovaja pri obschezhitii	gorod Moskva, Danilovskaja naberezhnaja, dom 4, korpus 1	(926) 140-59-09	37.64323044510309	55.70893912847375
6965	Bar-kal'jan KURILY	gorod Moskva, ulitsa Dekabristov, dom 4, korpus 1	(926) 671-21-92	37.58999163680796	55.86748413640847
6966	SUSHI LOVE	gorod Moskva, ulitsa Dekabristov, dom 20, korpus 1	(909) 150-40-50	37.60693442833343	55.86298424373779
6967	Kombinat pitanija MGTU im. N.E. Baumana	gorod Moskva, Izmajlovskij prospekt, dom 75/1	(499) 165-45-74	37.793786680174364	55.78903949529104
6968	BeerNation	gorod Moskva, Malaja Suharevskaja ploschad', dom 8	(495) 607-11-22	37.63008004202669	55.77268227405648
6969	Shaurma	gorod Moskva, ulitsa Zoi i Aleksandra Kosmodem'janskih, dom 35/1	(495) 250-11-22	37.525730465477984	55.825079981434406
6970	MOKKA	gorod Moskva, Leninskij prospekt, dom 67	(903) 005-05-58	37.55237313988159	55.69131685652672
6971	Pereletnyj kabak	gorod Moskva, Mansurovskij pereulok, dom 10, stroenie 2	(495) 637-21-58	37.59380204450518	55.74029256497033
6972	SushiStor	gorod Moskva, ulitsa Verhnjaja Maslovka, dom 21	(925) 093-04-53	37.56053027664026	55.795896261399925
6973	Rubim Burger	gorod Moskva, ulitsa Nizhnjaja Maslovka, dom 5	(925) 589-81-21	37.58324680007789	55.79167732528849
6974	On Moj	gorod Moskva, prospekt Mira, dom 45	(999) 849-17-98	37.63368726335528	55.78255345033952
6975	Haljal' Vypechka 24	gorod Moskva, Mihalkovskaja ulitsa, dom 24	(495) 450-39-00	37.52808474104912	55.83985510162719
6976	Skaj kofe	gorod Moskva, Mosfil'movskaja ulitsa, dom 2V	(495) 409-14-45	37.532595301556896	55.72579945153839
6978	CUPS & HUGS	gorod Moskva, Orlikov pereulok, dom 6	(968) 720-04-90	37.64875870621461	55.77094640139402
6979	Veranda	gorod Moskva, 5-ja Parkovaja ulitsa, dom 54, korpus 2	(495) 652-36-42	37.789708000000005	55.80321177114831
6980	U Mihalycha hinkal'naja №1	gorod Moskva, ulitsa Svobody, dom 24/9	(985) 710-53-35	37.45432786813746	55.834168978636214
6981	Lepim i varim	gorod Moskva, Stoleshnikov pereulok, dom 9, stroenie 1	(916) 682-76-45	37.61507829938794	55.76317231184283
6982	Pivnoj bar (Beer&Beard)	gorod Moskva, proezd Stratonavtov, dom 9	(916) 742-78-78	37.43623996997459	55.826382839403735
6984	Bistro	gorod Moskva, Turistskaja ulitsa, dom 31, korpus 1	(495) 948-00-16	37.419390204199516	55.85735046500447
6985	Kafe «MES»	gorod Moskva, Ussurijskaja ulitsa, dom 1, korpus 1	(905) 703-46-90	37.80956706437324	55.823755511422064
6986	Gril' i Giros	gorod Moskva, 1-j Horoshevskij proezd, dom 12, korpus 1	(499) 195-11-23	37.546013119119536	55.775356971656734
6987	Pikkolo	gorod Moskva, prospekt 60-letija Oktjabrja, dom 25, korpus 1	(910) 418-88-47	37.57613295567724	55.69074305954825
6988	Kafe «Tilda Food & Bar»	gorod Moskva, Bol'shoj Palashevskij pereulok, dom 14/7, stroenie 1	(925) 904-99-30	37.60076537843744	55.76459699319531
6989	Restoran «Tokio»	gorod Moskva, Bol'shaja Nikitskaja ulitsa, dom 22/2	(916) 973-40-80	37.602464715139696	55.75715399351031
6991	Farsh	gorod Moskva, Sokol'nicheskaja ploschad', dom 9	(495) 276-70-86	37.68023357917797	55.790888568628944
6992	REDIMEJD	gorod Moskva, Michurinskij prospekt, dom 3	(903) 130-39-49	37.512563701366474	55.70433454728778
6993	Kafe «Shtolle»	gorod Moskva, Michurinskij prospekt, dom 34	(495) 665-49-45	37.49789835487559	55.69829511437615
6995	Shokoladnitsa	gorod Moskva, ulitsa Shabolovka, dom 10, korpus 1	(495) 697-07-47	37.61037946259551	55.723665089964896
6997	Pitstserija	gorod Moskva, poselenie Marushkinskoe, derevnja Krekshino, Sovetskaja ulitsa, vladenie 17A/1	(926) 382-20-73	37.19630140666296	55.60204297241137
6998	Dabl bi	gorod Moskva, Kalanchevskaja ulitsa, dom 17, stroenie 1	(968) 750-99-61	37.65210017126995	55.77292282549183
6999	Tret'jakov	gorod Moskva, Kadashevskaja naberezhnaja, dom 6/1/2, stroenie 3	(499) 238-61-55	37.61792511949961	55.742552764589504
7000	Pekarnja PaPan	gorod Moskva, ulitsa Akademika Koroleva, dom 18	(910) 000-73-73	37.60084740470813	55.82214118577394
7001	Grjaznye tantsy	gorod Moskva, proezd Dezhneva, dom 13	(909) 152-51-42	37.64119725484626	55.87066359405183
7002	MitPoint	gorod Moskva, Brjusov pereulok, dom 11, stroenie 1	(495) 940-66-96	37.60588511113476	55.75887660046861
7003	Chacha	gorod Moskva, proezd Dezhneva, dom 13	(915) 077-66-99	37.64119725484626	55.87066359405183
7004	Zavtraki	gorod Moskva, Nikol'skaja ulitsa, dom 10	(495) 641-16-41	37.62451717953683	55.75799498387997
7005	Kolbasoff	gorod Moskva, gorod Zelenograd, ploschad' Junosti, dom 2, stroenie 1	(499) 735-26-89	37.2107415713254	56.001860965954634
7006	Kafe Novikov school	gorod Moskva, ulitsa Bol'shaja Jakimanka, dom 22	(985) 025-09-02	37.61465667109088	55.73827606739123
7008	Il pizzaolo	gorod Moskva, Nikol'skaja ulitsa, dom 11-13, stroenie 1	(495) 606-74-09	37.62173497445916	55.75679863846025
7009	Kafe-pekarnja	gorod Moskva, Kronshtadtskij bul'var, dom 47	(916) 125-65-11	37.511735700332125	55.85209962293108
7010	KOMBINAT PITANIJa «UPRAVLENIE AKADEMSERVIS»	gorod Moskva, prospekt Vernadskogo, dom 84, stroenie 1	(499) 956-01-31	37.4778911100457	55.6651792477176
7011	Stolovaja	gorod Moskva, ulitsa Narodnogo Opolchenija, dom 31	(985) 341-14-93	37.48112044499801	55.784799499874254
7012	Chajhana Ajyl	gorod Moskva, ulitsa Svobody, dom 48, stroenie 1	(926) 449-29-69	37.45426469022143	55.84858841213632
7013	Nochnoj klub Eklips	gorod Moskva, 15-ja Parkovaja ulitsa, dom 27	(915) 194-06-94	37.8185766331714	55.79874988018496
7014	KOMBINAT PITANIJa MIREA	gorod Moskva, prospekt Vernadskogo, dom 78, stroenie 8	(495) 434-16-31	37.479006908995906	55.6723434067327
7015	Kafe-stolovaja «Lapauza»	gorod Moskva, Derbenevskaja ulitsa, dom 20, stroenie 10	(903) 714-81-95	37.647694796741376	55.72170687125904
7020	Pitstsa bar na Trofimova	gorod Moskva, ulitsa Trofimova, dom 16, stroenie 2	(499) 490-44-10	37.66989500791854	55.70250951803865
7022	Doner	gorod Moskva, ulitsa Masterkova, dom 4	(906) 068-37-15	37.656555126367806	55.70853784092306
7024	Kafe Sventana-M	gorod Moskva, Sudostroitel'naja ulitsa, dom 23, korpus 1	(906) 096-50-78	37.67746966971728	55.68219093644836
7025	Kafe	gorod Moskva, Snezhnaja ulitsa, dom 13, korpus 1	(964) 555-49-69	37.64533040607082	55.85268342446143
7028	Lepim i Varim	gorod Moskva, prospekt Mira, dom 26, stroenie 1	(499) 399-31-23	37.63324479684793	55.7776821179525
7029	Gruzinskie Kanikuly	gorod Moskva, ulitsa Kuznetskij Most, dom 21/5	(903) 245-38-44	37.62672945679975	55.76263333733777
7030	Strana Dushi	gorod Moskva, ulitsa Kuznetskij Most, dom 21/5	(495) 626-06-63	37.62672945679975	55.76263333733777
7031	Kafe	gorod Moskva, ulitsa Schepkina, dom 58, stroenie 3	(909) 655-60-97	37.629797758897034	55.785091455913204
7032	Cofix	gorod Moskva, ulitsa Soljanka, dom 2/6, stroenie 1	(905) 755-78-15	37.63659212092262	55.75398349021727
7033	Lambic	gorod Moskva, Verhnjaja Radischevskaja ulitsa, dom 15, stroenie 1	(919) 991-09-90	37.652206241629436	55.743447646882295
7034	Domino's Pitstsa	gorod Moskva, Nikolojamskaja ulitsa, dom 62	(915) 017-57-51	37.667609935104075	55.74632315407919
7035	Russian Media Cafe	gorod Moskva, 3-ja Horoshevskaja ulitsa, dom 12	(495) 107-73-13	37.49934669340048	55.78745501747726
7036	Kafeterij	gorod Moskva, Smol'naja ulitsa, dom 24B	(495) 451-98-75	37.48388733924215	55.86051781769277
7037	Prajm-kafe	gorod Moskva, Bagrationovskij proezd, dom 7, korpus 20A	(925) 011-64-14	37.502907	55.74267175354508
7039	Ponchiki	gorod Moskva, Novokosinskaja ulitsa, dom 35	(915) 411-84-46	37.86631570161894	55.743558636607055
7041	Bufet pri muzykal'noj shkole	gorod Moskva, Abramtsevskaja ulitsa, dom 8B	(499) 206-35-27	37.57636134688377	55.8948165168806
7043	Restoran «Novyj Svet»	gorod Moskva, ulitsa Staryj Gaj, dom 7	(495) 375-34-11	37.829222084386956	55.73817464002823
7045	Kofejnja «Kofe ili chaj»	gorod Moskva, Pervomajskaja ulitsa, vladenie 104A	(926) 151-22-92	37.812399236936564	55.79292308545618
7046	Restoran Zolotaja roscha	gorod Moskva, ulitsa Bestuzhevyh, dom 14, korpus 1	(495) 902-60-61	37.61067010589724	55.87081736567249
7048	Domino's Pitstsa	gorod Moskva, ulitsa Trofimova, dom 32, korpus 1, stroenie 2	(499) 272-76-32	37.68469168488056	55.70260044338589
7050	V'etkafe	gorod Moskva, ulitsa Krzhizhanovskogo, vladenie 22, stroenie 1	(926) 536-86-69	37.574305107465975	55.677680597035646
7051	AL'FA	gorod Moskva, Novojasenevskij prospekt, dom 1B, korpus 1	(917) 550-55-55	37.511292183623205	55.61710585434282
7052	Meteor	gorod Moskva, Checherskij proezd, dom 23	(495) 715-50-36	37.529718025599436	55.5306405473982
7054	Frantsuzskaja pekarnja	gorod Moskva, ulitsa Mikluho-Maklaja, dom 47A	(495) 789-45-65	37.52466301848364	55.643621509629135
7056	Syrovarnja	gorod Moskva, Bersenevskij pereulok, dom 2, stroenie 1	(495) 727-38-80	37.60986736497456	55.7408088772308
7057	Silver Panda	gorod Moskva, Bersenevskij pereulok, dom 2, stroenie 1	(495) 540-55-94	37.60986736497456	55.7408088772308
7058	Doner Hauz	gorod Moskva, Bersenevskaja naberezhnaja, dom 6, stroenie 4	(916) 933-23-28	37.60994226092927	55.740470380679774
7059	LAMBIC	gorod Moskva, ulitsa Neverovskogo, dom 10, stroenie 4	(495) 181-50-83	37.5099614124014	55.73902054976317
7060	MJaSO.KULINARIJa «DEDOVSKIJ PEKAR'»	gorod Moskva, Dubravnaja ulitsa, dom 39	(903) 011-48-92	37.35691979238292	55.843626375497145
7061	PIOPPO ALBERO	gorod Moskva, ulitsa Marshala Katukova, dom 25	(963) 660-60-63	37.414408932289305	55.80546547709213
7062	Shashlyki. Vypechka «DONER KEBAB»	gorod Moskva, ulitsa Generala Beloborodova, dom 34	(985) 333-06-66	37.352962577559715	55.82808394486655
7063	Kafe DIM SUM & C0	gorod Moskva, Dubravnaja ulitsa, dom 34/29	(495) 258-94-19	37.35807866218839	55.84614918078482
7064	Kofejnja 8 drob' 4	gorod Moskva, ulitsa Tvardovskogo, dom 8, korpus 4	(916) 914-84-46	37.39064928231495	55.793185470029606
7065	Sushi Vesla	gorod Moskva, Shodnenskaja ulitsa, dom 56	(800) 550-30-30	37.44436361083027	55.850426099078156
7066	Too Much	gorod Moskva, Malyj Gnezdnikovskij pereulok, dom 12	(495) 629-91-91	37.60675688899282	55.762485535283965
7067	Franklins Roll&Burger,Yamkee	gorod Moskva, Shodnenskaja ulitsa, dom 56	(916) 354-22-87	37.44436361083027	55.850426099078156
7068	Repin	gorod Moskva, ulitsa Marshala Fedorenko, dom 15	(495) 486-46-37	37.485632553171264	55.88256740785401
7069	Veranda	gorod Moskva, Leningradskoe shosse, dom 45B, stroenie 2	(916) 106-98-57	37.47522533189283	55.84453634752841
7070	Kruzhka	gorod Moskva, Leningradskij prospekt, dom 75G, stroenie 1	(985) 226-33-41	37.5109773442446	55.804514657746815
7071	Kafeterij	gorod Moskva, Belomorskaja ulitsa, dom 40, stroenie 17	(909) 659-75-89	37.48448175333582	55.865888769662526
7072	Dodo pitstsa	gorod Moskva, Petrozavodskaja ulitsa, dom 19, stroenie 3	(903) 215-39-83	37.48861186450318	55.86682046428435
